,Search Topic,Title,Question,Votes,Views,Answerer Name,Date of Answer,Answerer Reputation Score
172,SQL,How to add column with a certain type of number sequence of,"There are lots of answers for adding a column to a table with some increment; e.g. start at 1 and increment by 1; e.g. 1, 2, 3 etc.
I need to add a column to tables that starts at 1, and increments by ...",0,16 views,Dale K,2021-06-04 01:57:51Z,16.5k
173,SQL,Combine two queries to count distinct strings with different filters,"I am trying to write a single Postgres query that will result in a table which looks like this:
source |yes_gap|no_gap|
-------|-------|------|
allivet|     29|    25|
amazon |    692|   255|

I've ...",1,12 views,Erwin Brandstetter,2021-06-04 01:45:48Z,480k
174,SQL,Struggling with Simple java ClassCastException [duplicate],"Im building a Speech Recognition database visualizer that can invoke queries through different classes and methods (Pardon me if my terminoligy is not accurate, Im still very clumsy explaining these ...",-1,19 views,BadDog,2021-06-04 01:14:00Z,1
175,SQL,Loop MySQL to insert data in table,"I'm trying to insert data in a database for assign an id to each number
table numbers

id | number

1  | 2560
2  | 2561

And this go on for 100 numbers. I found this for PL/SQL
BEGIN
   FOR ...",1,14k views,Community,2021-06-04 01:06:35Z,1
176,SQL,How to find table when we know only value of column? [closed],"I need to find correct table in DB, but I don't know what is a name of it. I know only that this table should include some value. I also don't know what is name of column...",-1,18 views,Ken White,2021-06-04 01:04:54Z,118k
177,SQL,SQL to BI/Tableau tool [closed],I'm working on a persona project to advance my skills in data analysis. Specifically I'm looking to pull down any public datasets using SQL and then put it in a Tableau dashboard. With so many ...,0,11 views,GoldenEagle,2021-06-04 01:04:24Z,105
178,SQL,Apply positive values to following rows until the value goes negative again,I have a table with our current yearly demand forecast against the previous yearly demand forecast. This gives us how many parts we are saying we will need cumulatively each week of this year. This ...,0,48 views,James Mc,2021-06-04 00:59:33Z,371
179,SQL,Update statement for multiple set,"When I run the update statement below;
update acsctrl 
set allowedip = 
('193.200.155.171,86.47.157.113,82.195.133.171,89.101.70.66,93.107.235.216,178.33.192.1,192.168.0.13,82.195.139.244,193.200.155....",0,56 views,eswnc eswnc,2021-06-04 00:43:37Z,1
180,SQL,SQL3 error inconsistent data types while executing a method,"I have this DB for movie management in cinemas:
FILM (ID_FILM, TITLE, DIRECTOR_NAME, PRODUCTION-BUDGET, RELEASE-DATE)
SCREENING(ID_SCREEN, ID_FILM*, SCREEN_DATE, ROOM, City)
SEEN (ID_SEEN, ...",0,16 views,Sayan Malakshinov,2021-06-04 00:33:47Z,"5,572"
181,SQL,Most frequent words without English stop words,"I have a table with around 500 000 rows, where I store comments from social media.
I want to analyse the most 30 frequent words in the 500 000 comments, without the English stop words.
Do you know how ...",-1,23 views,Ken White,2021-06-04 00:31:01Z,118k
182,SQL,SQL Search + Join,"Need this question answered for SQL, would like some feedback. Bear with me, its been a while since ive used SQL. Is this correct?
Part 1: SQL
A database CriteoDB contains three tables: Product, User ...",0,18 views,BlippityBoop,2021-06-04 00:00:26Z,1
183,SQL,Trying to connect to database from a website,I am very new to web development but I want to create something. So far I am using an sdk(idk if i should be using a api) from ebay and putting the information into a mysql workbench onto my mac. I ...,0,17 views,Vraj Shah,2021-06-03 23:57:42Z,1
184,SQL,Delete columns from multiple tables,"I have 4 columns that are repeated in all the tables in the database and I have to delete them

How can I do this deletion without having to enter table by table?",-2,25 views,Charlieface,2021-06-03 23:29:08Z,"9,343"
185,SQL,"If my foreign key is unique in the target table, do I need a primary key?","I have two tables:
Object stores static data, with PK Object.Id
ObjectStatus stores transient data, and is mapped 1:1 with Object so it has a FK ObjectId on Object.Id.
Given the FK is enforced unique ...",0,57 views,Charlieface,2021-06-03 23:28:16Z,"9,343"
186,SQL,Entity Framework and self-referencing collections,I am trying to model a location object. Locations can ship to many other locations and receive from many locations. Locations also optionally have a parent location. How do I represent this in my ...,0,15 views,Genoe,2021-06-03 23:22:56Z,13
187,SQL,How can I get random rows in MySQL (NO autoincrement)?,"I have a large database (MySQL, Aurora serverless) and I would like to get random rows (like 1 or 5)
I know that using SORT BY RAND() is very slow, so that’s discarded.
I also know that here some ...",1,26 views,Bill Karwin,2021-06-03 23:18:44Z,463k
188,SQL,Ternary Equivalency UML,"[Ternary]

[Equivalency]

Hi guys, I need to know if this two connections are similar, i suspect they aren't but i am clueless about the reasons why.
Much appreciated for any help ;D",2,22 views,Christophe,2021-06-03 23:17:57Z,54.8k
189,SQL,want to ignore duplicate raws on group result,"Result Right Now , want to ignore dulicate
id_category   name             id_manufacturer   name
6             CLOTH of House   12                Sabb
6             CLOTH of House   12                ...",0,58 views,Dharman,2021-06-03 23:16:27Z,21.9k
190,SQL,flutter sqflite get all data from a table along with it's child table,"I have 2 table defines a Task, and it's SubTask:
 db.transaction((Transaction txn) async {
      txn.execute(""CREATE TABLE ${Tasks.tblTask} (""
          ""${Tasks.dbId} INTEGER PRIMARY ...",-1,51 views,croxx5f,2021-06-03 22:59:09Z,745
191,SQL,Grouping 4 ids as a set or group in Oracle,"I have 2 tables - prod_items and items. In table prod_items one prod_id can have many item_ids. In table items each item has a price, price_code, date when price started and date when price ended. ...",0,15 views,Arty155,2021-06-03 22:56:58Z,27
192,SQL,How to update rows within time windows of selected times,"I'm using Postgresql, version ""PostgreSQL 10.15, compiled by Visual C++ build 1800, 64-bit"". I am working on data which is dumped from a video game, Forza 7. The data includes lots of car ...",-1,24 views,Gordon Linoff,2021-06-03 22:42:45Z,1.1m
193,SQL,Find average value for each hour interval in a certain time period,"I have a database with the following columns: time, device, metric, value. For every minute, this database collects the value for the respective device/metric combination.
I'm trying to write code ...",-2,17 views,Gordon Linoff,2021-06-03 22:37:47Z,1.1m
194,SQL,Query Snowflake Jobs,"I am new to Snowflake databases, but I come from a SQL Server background.
Is there a way to query Snowflake jobs to see if any contain a certain table name?",1,15 views,Ben.S,2021-06-03 22:36:22Z,437
195,SQL,How to fix “The current user is not an owner of the selected database.” when exporting data from one SQL Server 2016 to another?,"I am facing an error as below when I try to Export one database to another database in SQL Server 2016:

The current user is not an owner of the selected database.
The user in source SQL Server is  '...",0,21 views,devlin carnate,2021-06-03 22:14:22Z,"7,394"
196,SQL,Convert WKT geom string column to Multipolygon geometry object,"I have a column named geom in my sql database which consists of WKT strings. I need to convert this whole column to Multipolygon objects in python or SQL. The srid used is 4283.
I have tried using wkt....",0,4 views,Hera,2021-06-03 22:13:43Z,1
197,SQL,How to group dates into weeks?,"I have the following table:
My current table view at Access
I somehow managed to write a query which allowed me to sum and group the total of visitors to a zoo per day (as the table), but I need to ...",0,17 views,Chris Maurer,2021-06-03 22:11:26Z,372
198,SQL,How to share an Excel file that has a SQL Query Connection,"I am trying to share a file containing a table of information pulled from an external SQL query connection. It works fine for me as I have the connections set up on my PC but when I send the file out, ...",2,3k views,Sigma,2021-06-03 22:10:26Z,15
199,SQL,how to select into an array in pl/sql?,"I'm trying to add some ids into an array:
CREATE OR REPLACE TYPE array_of_numbers AS VARRAY(10)OF NUMBER(10);

declare
    student_ids array_of_numbers;
begin
    select nrleg BULK COLLECT into ...",0,37 views,William Robertson,2021-06-03 21:47:40Z,12.6k
200,Tableau,How do i process data from multiple JSON files in Tableau to create a dashboard?,I have multiple JSON files containing data for mobile analytics. Each JSON file contains an array of multiple objects with different event types. Each event type would have a different set of fields (...,0,15 views,Anu,2021-06-04 03:59:54Z,43
201,Tableau,generate serial number in decreasing order given a variable in tableau,"would like to find out the syntax in tableau, given column number, trying to generate rows for number in decreasing order down to 0.
Below is an example of what I'm trying to do
BEFORE
ID
NUMBER
A
4...",0,6 views,Anu,2021-06-04 03:38:30Z,43
202,Tableau,Tableau Calculated Field to extract characters from an existing field,"I am trying to use a Tableau calculated field to extract the 5th - 8th (inclusion) character from an existing Tableau field. All of the ID numbers are as follows:
LWZ-2017-32498
I am trying to write a ...",0,6 views,Anu,2021-06-04 03:27:40Z,43
203,Tableau,How to connect Tableau/BI tools to Delta Lake? (Without databricks),I am trying to migrate a Datawarehouse to Delta lake. One thing that I am struggling to figure out is how to connect to Delta Lake (silver and gold) tables outside a spark session. I want to able to ...,2,52 views,Vincent JOLIVET,2021-06-03 21:05:38Z,1
204,Tableau,Tableau Inventory over Time,"I have a report that I'm trying to show in-process inventory changes over time.  I have a record with an ID, a Start Date and an End Date.  So for instance:
ID
Start Date
End Date
12345
1/15/2021
4/...",0,7 views,B Farley,2021-06-03 13:43:33Z,1
205,Tableau,Couldn't connect to my Oracle database with Tableau Desktop,"I'm trying to use my oracle data in Tableau but I couldn't connect to my database. I'm using Oracle SID. Here the message error i get:

Erreur au niveau de la base de données Oracle (12541) : ORA-...",0,21 views,hibuu,2021-06-03 11:57:06Z,21
206,Tableau,"BigQuery/Tableau Date Error: Invalid date: 'Feb 5, 2021'","I guess big query does not like the date format of my data, I was looking for ideas on how to convert it.
I'm using Tableau.
The Google BigQuery service was unable to compile the query.
Error Code: ...",0,11 views,Cylldby,2021-06-03 09:44:56Z,538
207,Tableau,How to handle tableau alert in salesforce classic using Selenium C# NUnit framework,I am working on a project to automate salesforce CRM. I am automating test case where one of the page popups up with tableau popup or alert to enter credentials. This tableau is integrated as a third ...,0,8 views,hemant gandhi,2021-06-03 07:28:21Z,1
208,Tableau,removing duplicate dimension using Tableau,"here is the 2 dimension column sample data.
serial.    tag
111         A
111         B
113         C
114         D
115         E
115         F
I want to provide tableau filter based on tag.  if i ...",0,8 views,user16113168,2021-06-03 05:34:59Z,1
209,Tableau,How can I remove a published data source from the server so it is not shown when connecting to the server?,"I have some old data sources that are not in use anymore. However when someone connects to the server you get the ""Search for data"" window with the list of data sources. Is there any way to ...",0,4 views,LironCareto,2021-06-02 20:06:52Z,1
210,Tableau,Custom date range (-1 through +7 days from today),"I'm trying to show an 8 day date range that shows one day in the past through 7 days into the future but the relative date range is only before or after in a Tableau workbook.
Any ideas on how to ...",0,8 views,Danimov82,2021-06-02 18:23:35Z,185
211,Tableau,Salesforce Tableau Viz Component,"I am trying to pull the tableau visualisation in salesforce App page using viz component, is there any way we can enforce or respect sharing settings of the records?
Thanks in advance",0,3 views,Tanisha Laddha,2021-06-02 13:45:37Z,1
212,Tableau,Embedding a tableau dashboard into react messes up the formatting of the dashboard,"I have a tableau dashboard that I am trying to embed into a react website using the tableau-api npm package. Although it looks fine on tableau public, the layout changes when I embed it. How do I ...",2,16 views,sara,2021-06-02 05:04:34Z,23
213,Tableau,How to count frequency and select highest frequency number in tableau?,"I am trying to count maxium number from one category (for eg.0, 1, 1, 2, 3, 4,4,4,4,4) and wanted to show maximum frequency (in this case 4) should come up based on highest frequecy number.
Thank you",-1,7 views,Shank,2021-06-01 22:57:58Z,1
214,Tableau,How to make Text boxes in Tableau match in dimensions?,"I'm trying to make the inner white boxes in my Tableau Dashboard match in size and dimension.
It seems that they are only scaled by the text above them, which in some cases will wrap but not others, ...",0,12 views,Mark McGown,2021-05-31 22:44:26Z,655
215,python,simulate mouse drag event PyQt5,"I am making a bot that autoClicks a QWebEngineView widget.
I want to simulate a mouseDrag to that widget
ie:-

Press left mouse btn on QPoint(100,100)

Move the mouse to QPoint(500,500)

Release left ...",0,31 views,ibrahem,2021-06-04 03:16:43Z,3
216,python,How can I send an image with a caption using Telethon in python?,"I'm aware I can use this
client.send_file(receiver, '/path/to/photo.jpg')

to send an image, but how can I attach a caption to the image?",0,15 views,Matthew Barlowe,2021-06-04 03:15:10Z,"1,340"
217,python,Why does my algorithm stop after a while? [closed],"I wrote an Algorithm to guess a number the user inputs:
import random

def innum(x):
    innumber = """"
    for y in range(x):
        innumber += str(y)
    return innumber

def ml():
    ...",1,36 views,Sujay,2021-06-04 03:13:55Z,"1,143"
218,python,Automate the account creation process for video streaming sites like Netflix [closed],"If I wanted to create 100 or more unique accounts On say Netflix (and other such video streaming sites) each with their unique email, username, password, credit card, etc where the inout data For the ...",-5,14 views,John,2021-06-04 03:10:50Z,1
219,python,No module named 'pkg_resources' when certbot -v,"I am trying to work with certbot and when I put certbot -v (Or any certbot command) I get this:
Traceback (most recent call last):
  File ""/usr/local/bin/certbot"", line 6, in <module>
 ...",1,12 views,Henri,2021-06-04 03:10:33Z,713
220,python,to_sql pandas data frame into SQL server error: DatabaseError,"While trying to write a pandas' dataframe into sql-server, I get this error:
  DatabaseError: Execution failed on sql 'SELECT name FROM sqlite_master WHERE type='table' AND name=?;': ('42S02', ""[...",8,23k views,AlvaroMartinez,2021-06-04 03:06:16Z,886
221,python,`tf.data.Dataset` how to dynamically pass the size of `tf.io.FixedLenFeature`,"We have tfrecord files where each tfrecord file contains a single example, but where the features contain a list of values. We are using tf.data.Dataset in the following manner:
n_rows_per_record_file ...",0,17 views,marwan,2021-06-04 03:05:22Z,88
222,python,Data quality Numeric Columns only,I'm trying to setup a data quality check for numeric columns in a dataframe. I want to run the describe() to produce stats on each numeric columns. How can I filter out other columns to produce stats. ...,-1,14 views,BENY,2021-06-04 03:04:33Z,259k
223,python,Pytesseract hindi extraction not accurate,"I am trying to extract Hindi text from a pdf. I tried all the methods to exract from the pdf but none of them worked. There are explanations why it doesn't work but no answers as such. So, I decided ...",1,32 views,Abhishek Rai,2021-06-04 03:04:24Z,"1,560"
224,python,Run Python Script in Azure on Large Dataset,"I have a Python script that currently reads from a sample csv file, performs some compute intensive transformations and outputs to csv on my computer. My sample data set is small, but the actual data ...",0,7 views,katebeckett,2021-06-04 03:03:39Z,49
225,python,How to Connect a Django Model with ManyToMany Relationship?,"I am making an app that is pretty much similar to google classroom in django.
I have a Course model and an assignment model, and I want to connect an assignment to the specified course.
These are my ...",0,42 views,Matthew Barlowe,2021-06-04 03:01:29Z,"1,340"
226,python,Our dataset has numeric values for 350 users x 58 questions. How can I find the best 10 questions to ask new users to predict their other answers?,"We have a training dataset in the following format: 350 rows x 58 columns. Each row represents one user, and each column represents that user’s (numeric) response to each of the 58 questions.
The ...",0,13 views,Sudonym,2021-06-04 03:00:55Z,36
227,python,transferring data between JavaScript frontend and Django backend - noob asks,"I am exploring web dev very in-depth for the first time and I'm trying to make a chrome extension that sends, let's say, a string to a Django back end, the Django back end processes said string and ...",0,8 views,Lorenzo Beronilla,2021-06-04 02:59:59Z,67
228,python,django How to review blog comment before publish?,I am new in django. I want to review my blog comment before it publish or show in my html template. I am using MPTTModel in my comment model for child parent relationship in my comment section.  I ...,0,8 views,boyenec,2021-06-04 02:59:30Z,71
229,python,"Fresh install of Python after many deletes and reinstalls, and now getting ""No module named '_tkinter': How to fix? [duplicate]","I'm on a Mac and used pyenv and brew to try downgrading from 3.8 to 3.7, to see if it would fix my program, and I got this error and am stuck. Not sure what additional information to give.",-1,17 views,metatoaster,2021-06-04 02:59:27Z,14.2k
230,python,MemoryError when appending Pandas Dataframe to HDF file,"I am trying to write (append) panda frame into HDF file. I use h5py library. I drop the duplicates to reduce the size.
TestFrame = TestFrame.drop_duplicates()
print(TestFrame.shape)
print(TestFrame....",0,4 views,Searching Python,2021-06-04 02:58:27Z,1
231,python,Cost function of a dynamic solution to the “longest increasing subsequence” problem,"So I have a pretty simple dynamic programming solution to the ""longest increasing subsequence"" problem (find the longest subsequence of increasing elements in a given sequence, for instance ...",0,34 views,Matt Timmermans,2021-06-04 02:57:20Z,37k
232,python,"given two sentences S1,S2 ; task is to find Words in S1 but not in S2","problem Statement :- given two sentences S1,S2 ; task is to find Words in S1 but not in S2
def string_features(s, f):
        s=s.lower()
        s1=set(s.split())
    
    
    
        f=f.lower()
  ...",0,41 views,adamkwm,2021-06-04 02:55:58Z,602
233,python,Trying to get event channel_name_change,"I'm trying to get the event channel_name_change. The docs look like i can call the on_message event and compare the message.type to discord.MessageType.channel_name_change.  However, when updating a ...",0,13 views,boysenberry12,2021-06-04 02:52:59Z,1
234,python,Why is python printing a whole list when I'm asking it to iterate through the list? [closed],"What about this code is causing it to print a whole list for i rather than each item in the list?
population = []
total = 0
for i in range(1, 31):
    population.append(i)
while total < 101:
    ...",1,35 views,Mike Martin,2021-06-04 02:52:13Z,"2,494"
235,python,Is there a way to use Kaggle notebooks on the go?,"I've been using the site Kaggle to take some courses on AI, but whenever I try to download one of the exercises and run the code within VS Code, it doesn't work. I will always get an error like this:
&...",0,8 views,DualBall,2021-06-04 02:49:41Z,37
236,python,Flask with javascript and ajax,I've been tasked with updating some department websites at my university and the current project I'm working on has many javascript files that I need to include (which I want to avoid rewriting). I've ...,0,14 views,pwesterbaan,2021-06-04 02:47:58Z,1
237,python,How to pivot on multiple rows and create a calculated column in pandas at the same time,"I have a dataframe that looks like this:
Item
Category
Price
Quantity
A
First
1
5
A
Second
2
6
A
Third
2
6
B
First
2
5
B
Second
3
6
B
Third
4
9
Code:
import pandas as pd
input = [{'Item':'A', '...",-1,24 views,Anurag Dabas,2021-06-04 02:47:38Z,"7,498"
238,python,Character moves slowly when grid is displayed in pygame,"I am making a snake game in pygame and I noticed a wierd thing.
Whenever I am displaying a grid my character runs slowly. 
Here is the main function of my program.
I have just started learning pygame!
...",2,396 views,Vighnesh Raut,2021-06-04 02:46:19Z,769
239,python,Search value in JSON,"I have a question for you about Python and JSON.
How do I do an exhaustive search for a value in a JSON?
I need to put a search word, and make it match any of the object values.
Maybe some library ...",0,20 views,kavi Raj,2021-06-04 02:44:17Z,193
240,python,How to overwrite/update an encrypted column with SQLAlchemy when the encryption key is lost?,"I'm using SQLAlchemy with SQlite in a Flask application.
I have a model called User:
class User(UserMixin,db.Model):
    id = db.Column(db.Integer, primary_key=True)  
    email = db.Column(db.String(...",0,8 views,Ahmed,2021-06-04 02:43:56Z,1
241,python,Receiving the error Code: SubscriptionNotFound Message: The subscription not found when trying to get data about Azure Virtual Machine?,"I am working on a script that accesses details about an Azure Virtual Machine currently. This is the code that I have so far:
""""""
    Instantiate the ComputeManagementClient with the ...",0,20 views,Charles Xu,2021-06-04 02:42:33Z,24.1k
242,python,"Dask datframe comparing two column and assigning the result (True,False) to another column","I know this type of question has been asked several times, but none of those solutions are helping me. So I am posting another one for my particular case.
I have a dask datagram like :
col_1 col_2 ... ...",0,28 views,bhakti123,2021-06-04 02:41:39Z,801
243,python,how I can use http post flutter with django,"I want to make it without Django Reset Framework
that is my code
'''
from django.http import JsonResponse
def index1(request):
    cursor.execute('select * from users where id = %s',[request.POST])
   ...",0,18 views,Trent,2021-06-04 02:41:03Z,"2,481"
244,python,Implement SELECT … FOR UPDATE NOWAIT (sort of) for mysql 5.7 in python?,I need to implement a way to allow concurrent read to check whether a record has set or not. If set they just return. If not the first read process/thread will then set it based on the result it gets. ...,0,29 views,Qiulang,2021-06-04 02:39:43Z,"5,753"
245,python,azure httptrigger blob storage using Python,I am trying to setup access to blob storage using a python function app but the file name is received from a post request not preset. The http trigger part works but i'm having trouble accessing files ...,2,446 views,Stalin Thomas,2021-06-04 02:37:47Z,71
246,python,Merge two dataframes of different sizes after a groupby function,I'm trying to relate the groupby filtered dataframe to the original dataframe. After doing the groupby I lose some columns that I had in the original dataframe. The idea is to relate it back to their ...,1,27 views,Harry Jones,2021-06-04 02:35:09Z,15
247,python,Installing dlib and C++ with python 3.8 windows 10 error,"C:\Users\ASUS>python -m pip install dlib --user
Collecting dlib
Using cached https://files.pythonhosted.org/packages/11/93/ec41d6ef7e769977aa08e49441c52276da27859f12dcbf1c6deb96ce5e9f/dlib-19.22.0....",0,9 views,rewilafajar,2021-06-04 02:34:48Z,1
248,python,"Python: fastest and easiest to use db for 5,000,000+ cached html pages and pickled dictionaries","I'm working on a crazy project which heavily caches html pages and it also caches all the parsed data. The parsed data is in the form of dictionaries.

Currently I have a very primitive storage ...",1,1k views,nikhil swami,2021-06-04 02:34:43Z,"1,408"
249,python,Convert pandas data frame to series,"I'm somewhat new to pandas. I have a pandas data frame that is 1 row by 23 columns.

I want to convert this into a series? I'm wondering what the most pythonic way to do this is?

I've tried pd.Series(...",115,309k views,talonmies,2021-06-04 02:33:06Z,67.1k
250,python,Handling python files,"Hello please I need help with this python question.
Modify your program from Learning Journal Unit 7 to read dictionary items from a file and write the inverted dictionary to a file. You will need to ...",0,16 views,Ogorri Thankgod,2021-06-04 02:30:51Z,1
251,python,Can you explain the weird and inconsistent naming of functions in Python base libraries?,"When I started learning Python I started loving it for how much more structured it was than PHP which has a lot of functions that do not mentally flow very well, but I've been noticing odd ...",6,1k views,Lie Ryan,2021-06-04 02:30:02Z,55.2k
252,python,How do i enable code lens support for python in vscode?,"I am trying to find code lens support for python in visual studio code.
I am having many methods which are not used. Using 'find all references' for each method is time consuming and tedious.
If code ...",3,35 views,Steven,2021-06-04 02:27:07Z,"1,142"
253,python,Difference between tf.data.TextLineDataset and tf.data.experimental.make_csv_dataset,"Open a Google colab notebook and run below statements
#
import tensorflow as tf
import pathlib
import os
dataset = tf.data.TextLineDataset('/content/sample_data/california_housing_test.csv')
dataset ##...",0,5 views,sakeesh,2021-06-04 02:26:18Z,437
254,python,multiprocessing Manager doesn't work with spawn or forkserver start method in Jupyter Notebook,"Here is a reproducible code:
from multiprocessing import Process, Manager, sharedctypes

manager = Manager()
shared_results_dict = manager.dict()

class WorkerProcess(Process):
    
    def __init__(...",0,8 views,Jay,2021-06-04 02:24:54Z,185
255,python,"unknown packages in requirements.txt - andas, cipy","I am trying to create a requirements.txt file to list out the dependencies needed in my project. using
pip list --format=freeze > requirements.txt

which compiles all my dependencies and
pipreqs /...",0,14 views,mgkumar138,2021-06-04 02:24:47Z,21
256,python,Python: text matching,"I have a database that looks like this:
df['col'] = ['text', 'Texts', 'Text-Pro', 'Text;Nothing', 'Pro', 'pro', 'Pros', 'Nothing']

What I want to do is iterate, and find these values, but it's not ...",0,24 views,abcd,2021-06-04 02:23:52Z,15
257,python,"Compare two columns A, B from two pandas dataframes df1 and df2 and create new column to df1","I have two dataframes (df1 and df2) of different size.
df1
NUTS lvl2    Code
Greece       GR
Italy        IT
Germany      DE

and df2
Ports    Code    Year
Patras    GR     2010
Lefkada   GR     2010
...",0,14 views,8bjs110,2021-06-04 02:23:29Z,19
258,python,"The dataframe output in the for loop is correct, but when csv output to a folder and then read it, there are some weird new elements","guys, I'm preprocessing youtube data, and I have some problems when doing csv output. I really do check that the processed dataframe is correct in the forloop. However, when it is output to csv file, ...",0,8 views,RookieInPython,2021-06-04 02:22:38Z,1
259,python,Taking the largest component of connected components with OpenCV in python,"I have some photos of leaves with alpha channel - the background alpha channel is 0, and the leaf pixels alpha channel in the photo is 255.
I want to separate the image to connected Components. and ...",0,14 views,fmw42,2021-06-04 02:22:36Z,28.9k
260,python,Data in .csv file is being replaced instead of being appended,"I am working on a attendance system using face recognition code. I wanted to save the face recognition output(Name of the recognized people) in a .csv file.
So, I tried this:
def Attendance(name):
    ...",-1,24 views,KetZoomer,2021-06-04 02:22:12Z,"1,902"
261,python,creating a dataframe with all combinations of columns and count the rows that are not 0 and NaN,"I am trying to create a dataframe with all combinations of columns and count the rows that are both not 0 or NaN
The Dataframe that I have look like below:
a
b
c
50
NaN
30
0
-20
10
the final ...",0,23 views,Python123new,2021-06-04 02:21:14Z,31
262,python,How to change palette color / make our own palette in PyQt5?,"How to make our own style palette?  My expectations, to change the back-ground color to yellow and fore-ground color to black if the item has focus, and back-ground color to blue and fore-ground color ...",-1,18 views,tiktik,2021-06-04 02:21:09Z,1
263,python,Getting Error 403: Forbidden despite using headers. What could be going wrong?,"I'm trying to download a TikTok video off its direct-link and despite adding headers, I still get Error 403. I'm wondering what could be wrong?
from selenium import webdriver
import urllib.request
...",0,44 views,vitaliis,2021-06-04 02:18:43Z,"2,985"
264,python,pandas dataframe - how to extract particular values inside json object,"My json looks like below:
json_obj = [{'extracted_value': {'other': 'Not found', 'sound': 'false', 'longterm': 'false', 'physician': 'false'}, 'page_num': '33', 'score': '0.75', 'number': 12223611, '...",0,15 views,simpleApp,2021-06-04 02:18:36Z,"1,281"
265,excel,How to import multiple csv files into querie connections in Excel?,I would like to import data in Excel from CSV files (they have the same format) using VBA to Loop data importing and formating with Queries. My first goal would be to create the connections from the ...,1,28 views,Toddleson,2021-06-03 17:36:52Z,916
266,excel,Starting Excel Interop Error 0x80070520 A specified logon session does not exist,"We have a task which starts a PowerShell script that uses Excel Interop to extract regularly some graphs from Excel.
But since updating from Win10_2004 to Win10_20H2 the following error occurs:
...",0,56 views,AwsAyad,2021-06-03 17:36:12Z,11
267,excel,Excel error: “This type of reference cannot be used in a Data Validation formula”,"I have been successfully using a formula to populate an in-cell dropdown using Data Validation, List. The formula looks like this:
=IF(sel_ActionIndex=2, lstDraftRefs, IF(sel_ActionIndex=3, ...",0,18 views,Christian Reinbothe,2021-06-03 17:30:11Z,29
268,excel,"When summing a value calculated by multiplying other values, the value is included as a string, however when directly referenced it behaves as a value","I am fairly new to Excel and only using it for a hobby, however I have noticed that when I attempt to add an entire column of values together, there is one value that is not included in the addition. ...",1,27 views,ajaysinghdav10d,2021-06-03 17:19:03Z,"1,295"
269,excel,How to reduce read/write to excel time in python pandas,"I have 640,000 rows of data in excel.
I want to append some rows to the data so I used
pd.read_excel and pd.concat([excel, some_data]).
After that, I used df.to_excel() to write back to excel.
But, ...",1,38 views,BLimitless,2021-06-03 17:18:52Z,666
270,excel,Cleaning scraped data Python,"I trying to learn how to scrape a website but I'm not able to figure out how to ""clean"" the data when importing the output to Excel. 
Here is the code I used:
However, when opening the Excel file, ...",0,138 views,waqaramjad606,2021-06-03 17:17:32Z,1
271,excel,Excel Copy Hyperlinks Formula,"I have a problem with excel hyperlinks-formula:

I did an index search on a sheet B where i found results from sheet A.
The results found in sheet A are hyperlinks on sheet A.

Now my Problem is, that ...",1,8k views,Community,2021-06-03 17:00:35Z,1
272,excel,excel macro using vba for line break inside a cel,I am working on a macro to concat and apply line break on concatenated records. I want to pass the desired value for line break. I have used a command button on my macro to pass the value for line ...,-4,40 views,Prat08,2021-06-03 16:42:50Z,1
273,excel,Not able to save the CSV file in share point folder,"I am trying to create one new csv file and save it in folder in sharepoint
I have written the  VBA code in work book open event . the purpose of this macro is to track the usage metrics whenever any ...",0,24 views,Tragamor,2021-06-03 16:27:20Z,"2,857"
274,excel,Sum numbers in cell containing text without spaces,"I have done extensive research on SO and google but not coming up with a solution.
While this question may have been asked earlier, my situation is slightly different
The function works fine if there ...",0,52 views,JvdV,2021-06-03 16:24:43Z,42.1k
275,excel,Find values in TXT file and replace with values from Excel cells,"I'm looking for a macro to find and replace values in a txt file.
The txt file is located in the route

D:\Template\info.txt

This file looks like this (really the file has a HTML code, but I ...",0,46 views,Tim Williams,2021-06-03 16:10:34Z,123k
276,excel,Clone VBA Excel Application and Workbook object from memory,"Currently I am creating a copy of a workbook I am in by just creating a new excel application object and doing workbook.open  as shown below:
Sub OpenExcelInstance()

        Dim xlapp As Application
 ...",0,24 views,BigBen,2021-06-03 15:57:21Z,32.6k
277,excel,"Trying to paste values into a row, but the row number is dynamic, row number is the row containing specific text","Fair warning; I am new to VBA.
I am trying to to paste values into a row, however the row number will change each week with the length of the dataset. The row to paste into will be the row containing &...",0,38 views,Tim Williams,2021-06-03 15:55:22Z,123k
278,excel,"How to change the number format of the column that a range is, using xlwings pyhton","I have a range and I would like to change the number format of the whole column.
I am trying the following but it doesn't change anything:
myRange.columns.number_format = 'dd.mm.yyyy hh:mm'

Any ideas?...",1,84 views,Redoute,2021-06-03 15:33:59Z,123
279,excel,Trying to Add One further condition to Function,"I have been using this function and it's working fine but when it does not find any relevant strings from Category to Col""1"" then it stops.
I am trying to add one condition in the below ...",0,30 views,Tim Williams,2021-06-03 15:27:24Z,123k
280,excel,How to get the total of all odd numbers from a range that are less than 10?,"I have a list, and I want to get the total of all odd numbers from the list that are less than 10.
Below is the screenshot",-1,33 views,Mark S.,2021-06-03 14:30:27Z,"1,092"
